timestamp,device_id,appliance,room,voltage_V,current_A,power_W,energy_kWh_interval,cumulative_energy_kWh,tariff_Rp_per_kWh,cost_Rp_interval,hour,weekday,is_weekend,season,is_on,anomaly_flag,pred_next_kwh,rolling_24h_kwh_device
2025-07-01 13:30:00,SEMB-0078,Charger,Anywhere,220.28,0.001,0.23,0.000116,0.000116,1500,0.17,13,1,0,3,0,0,0.000114,0.000116
2025-07-01 14:00:00,SEMB-0021,Fan,Bedroom,215.71,0.001,0.3,0.000148,0.000148,1702,0.25,14,1,0,3,0,0,0.000163,0.000148
2025-07-01 14:30:00,SEMB-0096,Microwave,Kitchen,223.29,0.004,0.82,0.000411,0.000411,1702,0.7,14,1,0,3,0,0,0.000454,0.000411
2025-07-01 15:00:00,SEMB-0064,PC,Study,220.58,0.001,0.12,6.2e-05,0.005456,1352,0.08,15,1,0,3,0,0,6.9e-05,0.005456000000000001
2025-07-01 15:30:00,SEMB-0019,TV,Living Room,220.56,0.002,0.35,0.000177,0.000177,1500,0.27,15,1,0,3,0,0,0.000211,0.000177
2025-07-01 16:00:00,SEMB-0013,Microwave,Kitchen,222.37,0.001,0.33,0.000165,0.000165,1500,0.25,16,1,0,3,0,0,0.000153,0.000165
2025-07-01 16:30:00,SEMB-0080,Charger,Anywhere,217.09,0.004,0.92,0.00046,0.00046,1702,0.78,16,1,0,3,0,0,0.000498,0.00046
2025-07-01 17:00:00,SEMB-0001,Refrigerator,Kitchen,218.64,0.633,138.4,0.0692,0.0692,1702,117.78,17,1,0,3,1,0,0.069521,0.0692
2025-07-01 17:30:00,SEMB-0072,LED Lamp,Bedroom,222.66,0.044,9.75,0.004874,0.004874,1500,7.31,17,1,0,3,1,0,0.005078,0.004874
2025-07-01 18:00:00,SEMB-0004,LED Lamp,Bedroom,216.69,0.047,10.19,0.005097,0.005097,1500,7.65,18,1,0,3,1,0,0.004917,0.005097
2025-07-01 18:30:00,SEMB-0060,Fan,Bedroom,222.51,0.003,0.72,0.000361,0.000361,1702,0.62,18,1,0,3,0,0,0.000338,0.000361
2025-07-01 19:00:00,SEMB-0095,Fan,Bedroom,222.07,0.003,0.76,0.000378,0.000378,1352,0.51,19,1,0,3,0,0,0.000403,0.000378
2025-07-01 19:30:00,SEMB-0085,TV,Living Room,219.55,0.575,126.3,0.063151,0.063151,1352,85.38,19,1,0,3,1,0,0.063406,0.063151
2025-07-01 20:00:00,SEMB-0054,Water Heater,Bathroom,219.25,0.001,0.22,0.000109,0.000109,1500,0.16,20,1,0,3,0,0,0.000107,0.000109
2025-07-01 20:30:00,SEMB-0033,Refrigerator,Kitchen,217.24,0.733,159.32,0.07966,0.080117,1500,119.49,20,1,0,3,1,0,0.072562,0.080117
2025-07-01 21:00:00,SEMB-0036,PC,Study,220.99,0.002,0.47,0.000235,0.000235,1500,0.35,21,1,0,3,0,0,0.000233,0.000235
2025-07-01 21:30:00,SEMB-0006,Microwave,Kitchen,218.78,0.004,0.81,0.000403,0.000403,1352,0.54,21,1,0,3,0,0,0.000444,0.000403
2025-07-01 22:00:00,SEMB-0095,PC,Study,220.4,0.778,171.39,0.085695,0.086072,1500,128.54,22,1,0,3,1,0,0.098826,0.086073
2025-07-01 22:30:00,SEMB-0094,TV,Living Room,217.84,0.0,0.1,4.9e-05,4.9e-05,1500,0.07,22,1,0,3,0,0,5.6e-05,4.9e-05
2025-07-01 23:00:00,SEMB-0028,Charger,Anywhere,223.49,0.025,5.66,0.002832,0.002832,1352,3.83,23,1,0,3,1,0,0.00257,0.002832
2025-07-01 23:30:00,SEMB-0062,Water Heater,Bathroom,218.06,0.004,0.82,0.000411,0.000411,1352,0.56,23,1,0,3,0,0,0.000419,0.000411
2025-07-02 00:00:00,SEMB-0029,Microwave,Kitchen,218.05,4.28,933.23,0.466614,0.466614,1352,630.86,0,2,0,3,1,0,0.510357,0.466614
2025-07-02 00:30:00,SEMB-0089,Washing Machine,Laundry,222.65,2.402,534.89,0.267445,0.267445,1352,361.59,0,2,0,3,1,0,0.264314,0.267445
2025-07-02 01:00:00,SEMB-0006,Water Heater,Bathroom,219.66,0.0,0.0,0.0,0.000403,1702,0.0,1,2,0,3,0,0,0.0,0.000403
2025-07-02 01:30:00,SEMB-0084,Fan,Bedroom,220.49,0.201,44.41,0.022207,0.022406,1500,33.31,1,2,0,3,1,0,0.022825,0.022406000000000002
2025-07-02 02:00:00,SEMB-0100,Charger,Anywhere,217.92,0.003,0.6,0.000298,0.00459,1702,0.51,2,2,0,3,0,0,0.000303,0.0045899999999999995
2025-07-02 02:30:00,SEMB-0021,Charger,Anywhere,217.45,0.001,0.32,0.000161,0.00031,1352,0.22,2,2,0,3,0,0,0.000183,0.00030900000000000003
2025-07-02 03:00:00,SEMB-0018,Charger,Anywhere,220.34,0.022,4.82,0.002409,0.002409,1500,3.61,3,2,0,3,1,0,0.002693,0.002409
2025-07-02 03:30:00,SEMB-0017,PC,Study,219.06,0.002,0.36,0.00018,0.000528,1500,0.27,3,2,0,3,0,0,0.000164,0.000528
2025-07-02 04:00:00,SEMB-0019,PC,Study,223.26,0.0,0.11,5.5e-05,0.000233,1352,0.07,4,2,0,3,0,0,5.8e-05,0.000232
2025-07-02 04:30:00,SEMB-0058,Microwave,Kitchen,220.13,4.348,957.12,0.478559,0.478559,1352,647.01,4,2,0,3,1,0,0.549551,0.478559
2025-07-02 05:00:00,SEMB-0010,PC,Study,221.84,0.003,0.59,0.000295,0.000556,1500,0.44,5,2,0,3,0,0,0.000278,0.0005549999999999999
2025-07-02 05:30:00,SEMB-0055,LED Lamp,Bedroom,219.35,0.05,11.04,0.005518,0.005518,1352,7.46,5,2,0,3,1,0,0.00503,0.005518
2025-07-02 06:00:00,SEMB-0060,TV,Living Room,218.07,0.555,120.93,0.060463,0.060824,1500,90.69,6,2,0,3,1,0,0.064382,0.060824
2025-07-02 06:30:00,SEMB-0036,Fan,Bedroom,219.5,0.259,56.9,0.02845,0.028684,1500,42.67,6,2,0,3,1,0,0.030947,0.028685
2025-07-02 07:00:00,SEMB-0019,TV,Living Room,224.09,0.001,0.17,8.7e-05,0.00032,1702,0.15,7,2,0,3,0,0,8.3e-05,0.000319
2025-07-02 07:30:00,SEMB-0017,TV,Living Room,222.61,0.003,0.75,0.000375,0.000903,1702,0.64,7,2,0,3,0,0,0.000437,0.000903
2025-07-02 08:00:00,SEMB-0078,Microwave,Kitchen,219.73,0.001,0.26,0.000132,0.000248,1702,0.22,8,2,0,3,0,0,0.000137,0.000248
2025-07-02 08:30:00,SEMB-0022,Fan,Bedroom,217.36,0.001,0.2,9.8e-05,0.028172,1702,0.17,8,2,0,3,0,0,0.000116,0.028172000000000003
2025-07-02 09:00:00,SEMB-0091,Charger,Anywhere,219.74,0.022,4.8,0.002399,0.002399,1352,3.24,9,2,0,3,1,0,0.002243,0.002399
2025-07-02 09:30:00,SEMB-0050,Water Heater,Bathroom,222.1,0.003,0.66,0.000328,0.000328,1702,0.56,9,2,0,3,0,0,0.000311,0.000328
2025-07-02 10:00:00,SEMB-0074,Fan,Bedroom,220.15,0.233,51.27,0.025637,0.025637,1500,38.46,10,2,0,3,1,0,0.023889,0.025637
2025-07-02 10:30:00,SEMB-0081,Charger,Anywhere,220.44,0.002,0.37,0.000184,0.000184,1500,0.28,10,2,0,3,0,0,0.000208,0.000184
2025-07-02 11:00:00,SEMB-0057,TV,Living Room,216.59,0.004,0.94,0.000472,0.000472,1500,0.71,11,2,0,3,0,0,0.000438,0.000472
2025-07-02 11:30:00,SEMB-0028,Charger,Anywhere,219.52,0.004,0.77,0.000387,0.003219,1702,0.66,11,2,0,3,0,0,0.000464,0.0032189999999999996
2025-07-02 12:00:00,SEMB-0045,Charger,Anywhere,219.43,0.001,0.32,0.000162,0.000162,1500,0.24,12,2,0,3,0,0,0.000152,0.000162
2025-07-02 12:30:00,SEMB-0064,Water Heater,Bathroom,220.9,0.001,0.21,0.000106,0.005562,1702,0.18,12,2,0,3,0,0,0.000118,0.005562
2025-07-02 13:00:00,SEMB-0034,LED Lamp,Bedroom,222.46,0.048,10.67,0.005333,0.005333,1500,8.0,13,2,0,3,1,0,0.005217,0.005333
2025-07-02 13:30:00,SEMB-0039,LED Lamp,Bedroom,220.37,0.002,0.52,0.00026,0.00026,1352,0.35,13,2,0,3,0,0,0.00026,0.00026
2025-07-02 14:00:00,SEMB-0032,TV,Living Room,216.06,0.585,126.43,0.063215,0.063215,1702,107.59,14,2,0,3,1,0,0.060569,0.063215
2025-07-02 14:30:00,SEMB-0031,AC,Living Room,218.62,0.002,0.35,0.000175,0.000175,1352,0.24,14,2,0,3,0,0,0.00019,0.000175
2025-07-02 15:00:00,SEMB-0014,Microwave,Kitchen,217.44,0.004,0.9,0.000452,0.000452,1500,0.68,15,2,0,3,0,0,0.000534,0.000452
2025-07-02 15:30:00,SEMB-0038,PC,Study,220.35,0.867,191.1,0.095551,0.095551,1352,129.19,15,2,0,3,1,0,0.114316,0.095551
2025-07-02 16:00:00,SEMB-0048,Microwave,Kitchen,219.7,0.004,0.92,0.00046,0.00046,1702,0.78,16,2,0,3,0,0,0.000436,0.00046
2025-07-02 16:30:00,SEMB-0040,Fan,Bedroom,219.21,0.227,49.79,0.024896,0.024896,1352,33.66,16,2,0,3,1,0,0.026475,0.024896
2025-07-02 17:00:00,SEMB-0070,LED Lamp,Bedroom,220.19,0.042,9.3,0.004652,0.004652,1500,6.98,17,2,0,3,1,0,0.005155,0.004652
2025-07-02 17:30:00,SEMB-0076,Washing Machine,Laundry,221.6,0.001,0.22,0.00011,0.00011,1702,0.19,17,2,0,3,0,0,0.000111,0.00011
2025-07-02 18:00:00,SEMB-0006,AC,Living Room,221.58,0.004,0.96,0.00048,0.000883,1702,0.82,18,2,0,3,0,0,0.000457,0.000883
2025-07-02 18:30:00,SEMB-0085,LED Lamp,Bedroom,221.28,0.042,9.25,0.004625,0.067775,1352,6.25,18,2,0,3,1,0,0.005494,0.067776
2025-07-02 19:00:00,SEMB-0020,Water Heater,Bathroom,221.66,0.001,0.28,0.000142,0.000142,1500,0.21,19,2,0,3,0,0,0.000159,0.000142
2025-07-02 19:30:00,SEMB-0075,Washing Machine,Laundry,218.08,2.359,514.46,0.25723,0.25723,1500,385.85,19,2,0,3,1,0,0.298747,0.25723
2025-07-02 20:00:00,SEMB-0069,Washing Machine,Laundry,218.52,0.004,0.84,0.000421,0.000421,1352,0.57,20,2,0,3,0,0,0.000454,0.000421
2025-07-02 20:30:00,SEMB-0021,Microwave,Kitchen,220.57,0.001,0.32,0.000158,0.000468,1500,0.24,20,2,0,3,0,0,0.000169,0.00046699999999999997
2025-07-02 21:00:00,SEMB-0036,TV,Living Room,219.53,0.004,0.86,0.000431,0.029115,1500,0.65,21,2,0,3,0,0,0.000515,0.029116
2025-07-02 21:30:00,SEMB-0025,Fan,Bedroom,221.98,0.004,0.86,0.00043,0.00043,1500,0.65,21,2,0,3,0,0,0.000506,0.00043
2025-07-02 22:00:00,SEMB-0030,PC,Study,220.56,0.936,206.51,0.103254,0.103254,1352,139.6,22,2,0,3,1,0,0.108227,0.103254
2025-07-02 22:30:00,SEMB-0012,Water Heater,Bathroom,218.7,6.487,1418.59,0.709297,0.709297,1702,1207.22,22,2,0,3,1,0,0.641788,0.709297
2025-07-02 23:00:00,SEMB-0047,LED Lamp,Bedroom,219.62,0.044,9.56,0.004779,0.005136,1352,6.46,23,2,0,3,1,0,0.004824,0.005137
2025-07-02 23:30:00,SEMB-0010,Refrigerator,Kitchen,222.12,0.577,128.21,0.064104,0.06466,1500,96.16,23,2,0,3,1,0,0.073482,0.064659
2025-07-03 00:00:00,SEMB-0085,Refrigerator,Kitchen,219.09,0.003,0.71,0.000357,0.068132,1500,0.54,0,3,0,3,0,0,0.000422,0.068133
2025-07-03 00:30:00,SEMB-0047,LED Lamp,Bedroom,223.9,0.051,11.48,0.005741,0.010877,1352,7.76,0,3,0,3,1,0,0.005771,0.010877999999999999
2025-07-03 01:00:00,SEMB-0002,Washing Machine,Laundry,218.5,2.254,492.38,0.246191,0.246191,1500,369.29,1,3,0,3,1,0,0.255055,0.246191
2025-07-03 01:30:00,SEMB-0086,Washing Machine,Laundry,214.6,0.002,0.51,0.000254,0.000254,1352,0.34,1,3,0,3,0,0,0.000268,0.000254
2025-07-03 02:00:00,SEMB-0024,Microwave,Kitchen,217.2,0.001,0.21,0.000103,0.000103,1702,0.18,2,3,0,3,0,0,9.5e-05,0.000103
2025-07-03 02:30:00,SEMB-0079,AC,Living Room,222.12,3.747,832.18,0.41609,1.296289,1500,624.14,2,3,0,3,1,0,0.417814,1.29629
2025-07-03 03:00:00,SEMB-0054,Water Heater,Bathroom,221.82,0.002,0.5,0.00025,0.000359,1500,0.37,3,3,0,3,0,0,0.000262,0.000359
2025-07-03 03:30:00,SEMB-0015,Refrigerator,Kitchen,217.25,0.002,0.48,0.000239,0.000643,1352,0.32,3,3,0,3,0,0,0.000235,0.000643
2025-07-03 04:00:00,SEMB-0077,TV,Living Room,220.58,0.581,128.26,0.064132,0.064132,1500,96.2,4,3,0,3,1,0,0.070095,0.064132
2025-07-03 04:30:00,SEMB-0024,AC,Living Room,222.63,0.001,0.19,9.7e-05,0.000199,1352,0.13,4,3,0,3,0,0,9.6e-05,0.00019999999999999998
2025-07-03 05:00:00,SEMB-0060,Fan,Bedroom,218.85,0.002,0.53,0.000265,0.06109,1500,0.4,5,3,0,3,0,0,0.000292,0.061089000000000004
2025-07-03 05:30:00,SEMB-0012,Water Heater,Bathroom,219.13,,,,,1702,,5,3,0,3,0,1,,0.709297
2025-07-03 06:00:00,SEMB-0085,Washing Machine,Laundry,219.16,2.276,498.73,0.249366,0.317499,1500,374.05,6,3,0,3,1,0,0.277281,0.317499
2025-07-03 06:30:00,SEMB-0023,Fan,Bedroom,217.67,0.005,0.99,0.000495,0.000495,1500,0.74,6,3,0,3,0,0,0.000545,0.000495
2025-07-03 07:00:00,SEMB-0096,Fan,Bedroom,219.83,0.001,0.19,9.3e-05,0.000504,1352,0.13,7,3,0,3,0,0,0.0001,0.000504
2025-07-03 07:30:00,SEMB-0060,Water Heater,Bathroom,220.19,6.963,1533.17,0.766585,0.827675,1500,1149.88,7,3,0,3,1,0,0.720514,0.827674
2025-07-03 08:00:00,SEMB-0040,Fan,Bedroom,219.35,0.003,0.63,0.000317,0.025213,1702,0.54,8,3,0,3,0,0,0.000305,0.025213000000000003
2025-07-03 08:30:00,SEMB-0073,PC,Study,222.26,0.003,0.71,0.000353,0.000353,1500,0.53,8,3,0,3,0,0,0.000353,0.000353
2025-07-03 09:00:00,SEMB-0083,AC,Living Room,223.85,0.0,0.08,3.8e-05,3.8e-05,1352,0.05,9,3,0,3,0,0,3.8e-05,3.8e-05
2025-07-03 09:30:00,SEMB-0037,Fan,Bedroom,220.09,0.222,48.81,0.024404,0.024404,1500,36.61,9,3,0,3,1,0,0.025672,0.024404
2025-07-03 10:00:00,SEMB-0019,Refrigerator,Kitchen,223.89,0.744,166.66,0.08333,0.08365,1352,112.66,10,3,0,3,1,0,0.087509,0.083649
2025-07-03 10:30:00,SEMB-0013,Water Heater,Bathroom,219.32,0.0,0.09,4.5e-05,0.00021,1500,0.07,10,3,0,3,0,0,4.2e-05,0.00021
2025-07-03 11:00:00,SEMB-0057,Microwave,Kitchen,218.0,0.003,0.69,0.000343,0.000815,1500,0.51,11,3,0,3,0,0,0.000328,0.000815
2025-07-03 11:30:00,SEMB-0030,Water Heater,Bathroom,218.69,6.577,1438.36,0.719181,0.822435,1352,972.33,11,3,0,3,1,0,0.648931,0.8224349999999999
2025-07-03 12:00:00,SEMB-0017,TV,Living Room,219.43,0.002,0.49,0.000243,0.001146,1500,0.36,12,3,0,3,0,0,0.000235,0.001146
2025-07-03 12:30:00,SEMB-0015,Refrigerator,Kitchen,220.74,0.658,145.29,0.072647,0.07329,1500,108.97,12,3,0,3,1,0,0.079808,0.07329000000000001
2025-07-03 13:00:00,SEMB-0049,Washing Machine,Laundry,218.38,2.543,555.23,0.277617,0.277617,1352,375.34,13,3,0,3,1,0,0.318103,0.277617
2025-07-03 13:30:00,SEMB-0038,Charger,Anywhere,222.92,0.001,0.23,0.000115,0.095666,1352,0.16,13,3,0,3,0,0,0.000132,0.095666
2025-07-03 14:00:00,SEMB-0003,TV,Living Room,217.64,0.003,0.55,0.000277,0.000277,1500,0.42,14,3,0,3,0,0,0.000297,0.000277
2025-07-03 14:30:00,SEMB-0059,Washing Machine,Laundry,221.4,0.004,0.93,0.000467,0.000499,1500,0.7,14,3,0,3,0,0,0.000453,0.0005
2025-07-03 15:00:00,SEMB-0088,Microwave,Kitchen,218.61,0.004,0.84,0.000422,0.005297,1500,0.63,15,3,0,3,0,0,0.000446,0.005297
2025-07-03 15:30:00,SEMB-0011,Charger,Anywhere,218.44,0.023,5.04,0.002522,0.002522,1500,3.78,15,3,0,3,1,0,0.002557,0.002522
2025-07-03 16:00:00,SEMB-0005,Washing Machine,Laundry,219.32,2.585,566.94,0.28347,0.283887,1500,425.21,16,3,0,3,1,0,0.305981,0.283886
2025-07-03 16:30:00,SEMB-0009,Water Heater,Bathroom,219.02,6.247,1368.29,0.684145,0.684145,1500,1026.22,16,3,0,3,1,0,0.661203,0.684145
2025-07-03 17:00:00,SEMB-0051,AC,Living Room,220.77,0.005,1.0,0.0005,0.0005,1500,0.75,17,3,0,3,0,0,0.000531,0.0005
2025-07-03 17:30:00,SEMB-0023,PC,Study,220.68,0.0,0.08,4.1e-05,0.000536,1702,0.07,17,3,0,3,0,0,4.7e-05,0.000536
2025-07-03 18:00:00,SEMB-0098,AC,Living Room,217.86,0.003,0.69,0.000346,0.000346,1352,0.47,18,3,0,3,0,0,0.000409,0.000346
2025-07-03 18:30:00,SEMB-0090,Water Heater,Bathroom,220.42,6.578,1449.83,0.724917,0.724917,1702,1233.81,18,3,0,3,1,0,0.688165,0.724917
2025-07-03 19:00:00,SEMB-0017,PC,Study,223.66,0.003,0.63,0.000317,0.001463,1500,0.48,19,3,0,3,0,0,0.000307,0.001463
2025-07-03 19:30:00,SEMB-0002,Microwave,Kitchen,217.93,0.001,0.3,0.000151,0.246342,1352,0.2,19,3,0,3,0,0,0.000141,0.246342
2025-07-03 20:00:00,SEMB-0009,Washing Machine,Laundry,222.1,0.003,0.72,0.000358,0.684503,1500,0.54,20,3,0,3,0,0,0.000425,0.684503
2025-07-03 20:30:00,SEMB-0043,TV,Living Room,221.53,0.003,0.68,0.000338,0.000338,1702,0.58,20,3,0,3,0,0,0.000397,0.000338
2025-07-03 21:00:00,SEMB-0047,TV,Living Room,221.82,0.522,115.87,0.057933,0.068811,1500,86.9,21,3,0,3,1,0,0.059801,0.068811
2025-07-03 21:30:00,SEMB-0015,Fan,Bedroom,221.54,0.198,43.85,0.021924,0.095214,1702,37.31,21,3,0,3,1,0,0.023439,0.09521400000000001
2025-07-03 22:00:00,SEMB-0082,Washing Machine,Laundry,220.61,0.004,0.96,0.000479,0.000597,1352,0.65,22,3,0,3,0,0,0.000516,0.000597
2025-07-03 22:30:00,SEMB-0043,Charger,Anywhere,219.28,0.001,0.15,7.3e-05,0.000411,1500,0.11,22,3,0,3,0,0,6.8e-05,0.00041099999999999996
2025-07-03 23:00:00,SEMB-0030,PC,Study,217.56,0.003,0.75,0.000374,0.822809,1352,0.51,23,3,0,3,0,0,0.000369,0.8228089999999999
2025-07-03 23:30:00,SEMB-0068,Microwave,Kitchen,219.23,0.004,0.96,0.000482,0.000482,1352,0.65,23,3,0,3,0,0,0.000495,0.000482
2025-07-04 00:00:00,SEMB-0004,Refrigerator,Kitchen,217.37,0.003,0.75,0.000376,0.005473,1500,0.56,0,4,0,3,0,0,0.000425,0.005473
2025-07-04 00:30:00,SEMB-0081,Charger,Anywhere,216.67,0.003,0.74,0.000369,0.000553,1702,0.63,0,4,0,3,0,0,0.000428,0.000553
2025-07-04 01:00:00,SEMB-0026,TV,Living Room,221.24,0.002,0.45,0.000225,0.059819,1352,0.3,1,4,0,3,0,0,0.000259,0.059819000000000004
2025-07-04 01:30:00,SEMB-0082,Washing Machine,Laundry,219.48,0.002,0.46,0.000228,0.000825,1500,0.34,1,4,0,3,0,0,0.000252,0.000825
2025-07-04 02:00:00,SEMB-0092,LED Lamp,Bedroom,223.49,0.05,11.19,0.005597,0.005692,1702,9.53,2,4,0,3,1,0,0.005292,0.005692
2025-07-04 02:30:00,SEMB-0062,TV,Living Room,217.87,0.0,0.03,1.7e-05,0.000428,1500,0.03,2,4,0,3,0,0,1.7e-05,0.000428
2025-07-04 03:00:00,SEMB-0007,Charger,Anywhere,219.68,0.004,0.93,0.000465,0.004723,1352,0.63,3,4,0,3,0,0,0.000426,0.004723
2025-07-04 03:30:00,SEMB-0020,Fan,Bedroom,216.21,0.217,46.89,0.023443,0.023585,1500,35.16,3,4,0,3,1,0,0.025136,0.023585
2025-07-04 04:00:00,SEMB-0069,PC,Study,219.38,0.001,0.13,6.6e-05,0.000487,1500,0.1,4,4,0,3,0,0,7.2e-05,0.000487
2025-07-04 04:30:00,SEMB-0076,Washing Machine,Laundry,220.18,2.179,479.86,0.239929,0.240039,1702,408.36,4,4,0,3,1,0,0.255985,0.240039
2025-07-04 05:00:00,SEMB-0042,Fan,Bedroom,220.69,0.001,0.16,8e-05,0.000369,1702,0.14,5,4,0,3,0,0,8.2e-05,0.00036899999999999997
2025-07-04 05:30:00,SEMB-0029,LED Lamp,Bedroom,221.87,0.0,0.02,1.2e-05,0.466626,1702,0.02,5,4,0,3,0,0,1.3e-05,0.466626
2025-07-04 06:00:00,SEMB-0091,Charger,Anywhere,219.64,0.001,0.27,0.000135,0.002534,1352,0.18,6,4,0,3,0,0,0.000129,0.0025340000000000002
2025-07-04 06:30:00,SEMB-0049,Refrigerator,Kitchen,220.47,0.729,160.69,0.080346,0.357963,1500,120.52,6,4,0,3,1,0,0.075241,0.35796300000000003
2025-07-04 07:00:00,SEMB-0075,Washing Machine,Laundry,219.68,0.001,0.13,6.5e-05,0.257295,1500,0.1,7,4,0,3,0,0,6.2e-05,0.257295
2025-07-04 07:30:00,SEMB-0076,Fan,Bedroom,218.78,0.002,0.49,0.000245,0.240284,1500,0.37,7,4,0,3,0,0,0.000264,0.240284
2025-07-04 08:00:00,SEMB-0012,AC,Living Room,224.8,0.003,0.62,0.000309,,1500,0.46,8,4,0,3,0,0,0.000304,0.709606
2025-07-04 08:30:00,SEMB-0008,Water Heater,Bathroom,220.38,0.004,0.86,0.00043,0.00043,1500,0.64,8,4,0,3,0,0,0.000415,0.00043
2025-07-04 09:00:00,SEMB-0021,Refrigerator,Kitchen,219.28,0.732,160.56,0.080278,0.080746,1352,108.54,9,4,0,3,1,0,0.093569,0.080745
2025-07-04 09:30:00,SEMB-0012,PC,Study,220.95,0.003,0.63,0.000316,,1352,0.43,9,4,0,3,0,0,0.000291,0.7099219999999999
2025-07-04 10:00:00,SEMB-0023,Washing Machine,Laundry,214.6,2.194,470.76,0.235379,0.235915,1352,318.23,10,4,0,3,1,0,0.270416,0.235915
